3.97978830	1.66666663
3.98091888	1.47058821
3.98091888	1.50980389
3.98673511	1.88235295
3.99091291	2.17647052
3.99282169	2.13725495
3.99282169	2.01960778
3.99932623	1.88235295
4.00456095	2.23529410
4.00522423	2.92156863
4.00522423	3.66666675
4.00946808	3.82352948
4.01340008	3.72549009
4.01738977	3.29411769
4.01738977	3.11764717
4.02164936	3.09803915
4.02577829	3.50980401
4.02577829	3.74509811
4.02998066	3.64705873
4.03392124	3.21568632
4.03806639	2.74509811
4.03806639	2.68627453
4.04206371	2.64705873
4.04620075	3.07843137
4.05045271	3.15686274
4.05045271	2.76470590
4.05435991	2.41176462
4.05877542	2.07843137
4.06251907	2.01960778
4.06251907	2.25490189
4.06670523	2.62745094
4.07112932	2.68627453
4.07112932	2.43137264
4.07492208	2.03921580
4.07880497	1.90196073
4.08303213	2.01960778
4.08303213	2.33333325
4.08724260	2.62745094
4.09127331	2.56862736
4.09527922	2.19607854
4.09527922	1.80392158
4.09960461	1.78431368
4.10344648	1.94117641
4.10792732	2.29411769
4.10792732	2.41176462
4.11181068	2.27450991
4.11580849	1.90196073
4.11580849	1.60784316
4.11986351	1.64705884
4.12394285	1.88235295
4.12807989	2.27450991
4.12807989	2.35294127
4.13215971	2.13725495
4.13670588	1.74509799
4.14056444	1.56862748
4.14056444	1.72549021
4.14443922	2.17647052
4.14862537	2.47058821
4.15262318	2.52941179
4.15262318	2.21568632
4.15784979	1.90196073
4.16131496	1.88235295
4.16131496	2.07843137
4.16505051	2.58823538
4.16933489	2.82352948
4.17316866	2.68627453
4.17316866	2.31372547
4.17760849	1.94117641
4.18125391	2.07843137
4.18539953	2.39215684
4.18539953	2.84313726
4.18989658	2.90196085
4.19368124	2.64705873
4.19790840	2.23529410
4.19790840	2.09803915
4.20165205	2.23529410
4.20585489	2.66666675
4.20585489	2.92156863
4.21004915	2.82352948
4.21410418	2.56862736
4.21842146	2.23529410
4.21842146	2.17647052
4.22233725	2.31372547
4.22636747	2.74509811
4.23057795	2.88235283
4.23057795	2.84313726
4.23457575	2.43137264
4.23874569	2.09803915
4.24274349	2.19607854
4.24274349	2.52941179
4.24722433	2.88235283
4.25105000	3.00000000
4.25105000	2.72549009
4.25501490	2.27450991
4.25924206	2.11764717
4.26326418	2.23529410
4.26326418	2.62745094
4.26757336	2.96078420
4.27143145	2.88235283
4.27558517	2.62745094
4.27558517	2.19607854
4.27963209	2.21568632
4.28369522	2.43137264
4.28782368	2.94117641
4.28782368	3.03921580
4.29189539	2.84313726
4.29607344	2.43137264
4.29607344	2.17647052
4.30019379	2.27450991
4.30446196	2.66666675
4.30836105	2.96078420
4.30836105	2.90196085
4.31241608	2.66666675
4.31654501	2.29411769
4.32087040	2.17647052
4.32087040	2.31372547
4.32481909	2.66666675
4.32934904	3.03921580
4.33300257	2.94117641
4.33300257	2.54901958
4.33724642	2.11764717
4.34136677	2.00000000
4.34524155	2.33333325
4.34948492	2.41176462
4.35376930	2.09803915
4.35376930	1.62745094
4.35783291	1.39215684
4.36193705	1.56862748
4.36568069	1.98039210
4.36568069	2.52941179
4.37030077	2.62745094
4.37405300	2.72549009
4.37839460	2.76470590
4.37839460	2.76470590
4.38232660	3.03921580
4.38614416	3.56862736
4.39028931	3.64705873
4.39454937	3.37254906
4.39871883	2.92156863
4.39871883	2.88235283
4.40263462	3.03921580
4.40659952	3.33333325
4.41086769	3.49019599
4.41086769	3.15686274
4.41486549	2.54901958
4.41911697	2.21568632
4.42307377	2.27450991
4.42307377	2.62745094
4.42707157	2.92156863
4.43129015	2.68627453
4.43529606	2.17647052
4.43932676	1.98039210
4.44353724	2.05882359
4.44353724	2.45098042
4.44821501	2.74509811
4.45172119	2.56862736
4.45583344	2.19607854
4.45583344	1.78431368
4.45985603	1.78431368
4.46395206	2.01960778
4.46829367	2.56862736
4.46829367	2.64705873
4.47216034	2.31372547
4.47636271	1.94117641
4.48025417	1.80392158
4.48442364	2.07843137
4.48873281	2.50980401
4.48873281	2.43137264
4.49264860	2.19607854
4.49663782	1.66666663
4.50072575	1.66666663
4.50072575	1.92156863
4.50487089	2.29411769
4.50903225	2.56862736
4.51304674	2.37254906
4.51304674	2.05882359
4.51729822	1.74509799
4.52121401	1.74509799
4.52548218	2.66666675
4.52939796	2.72549009
4.53360033	2.52941179
4.53360033	2.13725495
4.53781080	2.01960778
4.54180861	2.07843137
4.54587984	2.41176462
4.54587984	2.84313726
4.55000067	2.84313726
4.55412960	2.52941179
4.55820084	2.17647052
4.55820084	2.13725495
4.56232977	2.31372547
4.56645012	2.66666675
4.57054615	2.70588231
4.57461739	2.41176462
4.57863998	2.21568632
4.57863998	2.15686274
4.58283424	2.41176462
4.58695459	2.84313726
4.59102631	2.92156863
4.59102631	2.78431368
4.59530258	2.33333325
4.59907913	2.11764717
4.60357618	2.17647052
4.60357618	2.60784316
4.60723019	2.94117641
4.61139965	2.88235283
4.61558580	2.17647052
4.61958361	2.13725495
4.62374496	2.27450991
4.62374496	2.66666675
4.62778378	2.94117641
4.63186312	2.84313726
4.63607407	2.47058821
4.63607407	2.07843137
4.64031744	2.17647052
4.64421701	2.39215684
4.64823914	2.90196085
4.64823914	3.00000000
4.65235138	2.78431368
4.65668488	2.35294127
4.66066647	2.27450991
4.66463947	2.62745094
4.66887474	3.03921580
4.66887474	2.92156863
4.67284775	2.60784316
4.67696857	2.29411769
4.68108082	2.21568632
4.68108082	2.37254906
4.68498039	2.76470590
4.68937111	2.98039222
4.69335222	2.82352948
4.69335222	2.43137264
4.69740772	2.07843137
4.70150328	2.27450991
4.70580435	2.86274505
4.70972824	2.84313726
4.71476650	2.54901958
4.71476650	1.98039210
4.71812487	1.62745094
4.72216368	1.62745094
4.72625971	1.86274505
4.72625971	2.21568632
4.73056030	2.17647052
4.73454189	1.92156863
4.73853111	1.72549021
4.73853111	1.90196073
4.74293852	2.29411769
4.74678087	3.03921580
4.75108147	3.47058821
4.75499725	3.15686274
4.75880671	2.98039222
4.75880671	3.01960778
4.76301718	3.25490189
4.76707220	3.58823538
4.77121735	3.60784316
4.77121735	3.35294127
4.77519894	2.86274505
4.77940130	2.58823538
4.78339911	2.72549009
4.78339911	2.96078420
4.78760958	3.31372547
4.79182863	3.13725495
4.79572773	2.21568632
4.79986477	2.13725495
4.80393648	2.31372547
4.80393648	2.70588231
4.80816317	2.86274505
4.81218576	2.60784316
4.81619978	2.29411769
4.81619978	1.92156863
4.82034492	1.94117641
4.82444096	2.21568632
4.82867622	2.66666675
4.82867622	2.72549009
4.83264112	2.45098042
4.83671236	2.00000000
4.84072638	1.90196073
4.84492922	2.29411769
4.84909868	2.50980401
4.84909868	2.43137264
4.85313749	2.11764717
4.85732365	1.66666663
4.86132956	1.64705884
4.86132956	1.88235295
4.86549091	2.31372547
4.86964417	2.45098042
4.87356806	2.25490189
4.87356806	2.00000000
4.87776279	1.66666663
4.88171911	1.74509799
4.88579893	2.58823538
4.89003420	2.58823538
4.89397430	2.41176462
4.89397430	1.96078432
4.89819336	1.82352936
4.90222406	1.98039210
4.90641832	2.41176462
4.90641832	2.80392146
4.91070271	2.68627453
4.91462660	2.39215684
4.91882896	2.07843137
4.91882896	2.03921580
4.92267132	2.23529410
4.92698812	2.76470590
4.93138742	2.80392146
4.93551636	2.47058821
4.93944836	2.11764717
4.93944836	2.13725495
4.94318390	2.43137264
4.94738626	2.98039222
4.95147419	2.94117641
4.95147419	2.80392146
4.95566845	2.27450991
4.95963335	2.09803915
4.96362305	2.25490189
4.96362305	2.64705873
4.96776009	3.00000000
4.97186422	2.84313726
4.97596836	2.09803915
4.98008060	2.07843137
4.98410273	2.27450991
4.98410273	2.82352948
4.98826456	2.92156863
4.99222946	2.82352948
4.99660397	2.27450991
4.99660397	2.03921580
5.00045395	2.13725495
5.00477123	2.49019599
5.00870371	2.92156863
5.00870371	2.90196085
5.01273394	2.62745094
5.01698542	2.27450991
5.02095032	2.39215684
5.02518559	2.74509811
5.02928162	3.07843137
5.02928162	2.92156863
5.03318119	2.50980401
5.03742456	2.15686274
5.04139757	2.23529410
5.04139757	2.41176462
5.04564142	2.92156863
5.04965544	3.07843137
5.05378389	2.90196085
5.05378389	2.33333325
5.05794573	2.05882359
5.06199265	2.21568632
5.06603098	2.98039222
5.07027435	2.98039222
5.07428026	2.72549009
5.07428026	2.25490189
5.07881069	2.05882359
5.08248901	2.01960778
5.08672428	2.35294127
5.08672428	2.50980401
5.09067249	2.19607854
5.09474421	1.76470590
5.09886456	1.35294116
5.09886456	1.41176474
5.10292768	1.76470590
5.10707283	2.41176462
5.11119366	2.86274505
5.11527300	2.86274505
5.11936092	2.80392146
5.11936092	3.11764717
5.12345695	3.43137264
5.12764311	3.80392146
5.13147688	3.86274505
5.13147688	3.49019599
5.13572884	3.03921580
5.13968515	2.84313726
5.14386320	2.92156863
5.14386320	3.33333325
5.14786100	3.56862736
5.15203905	3.31372547
5.15620041	2.39215684
5.16030455	2.21568632
5.16437626	2.45098042
5.16437626	2.84313726
5.16841459	2.92156863
5.17235518	2.68627453
5.17670488	2.23529410
5.17670488	1.92156863
5.18084192	2.00000000
5.18485594	2.35294127
5.18929625	2.80392146
5.18929625	2.60784316
5.19296598	2.37254906
5.19725037	1.98039210
5.20346022	1.96078432
5.20835066	2.35294127
5.21012831	2.64705873
5.21012831	2.49019599
5.21343803	2.13725495
5.21757507	1.70588231
5.22192478	1.70588231
5.22192478	1.92156863
5.22580767	2.41176462
5.22983837	2.49019599
5.23382807	2.31372547
5.23382807	1.84313726
5.23806334	1.60784316
5.24233913	1.72549021
5.24632072	2.45098042
5.25038385	2.41176462
5.25459433	2.17647052
5.25459433	1.82352936
5.25850201	1.72549021
5.26264715	2.00000000
5.26673508	2.41176462
5.26673508	2.72549009
5.27171564	2.66666675
5.27515650	2.31372547
5.27899837	1.94117641
5.27899837	2.07843137
5.28407764	2.35294127
5.28763294	2.82352948
5.29133558	2.76470590
5.29544783	2.27450991
5.29987192	2.11764717
5.29987192	2.23529410
5.30400038	2.56862736
5.30768681	2.96078420
5.31173372	2.92156863
5.31173372	2.64705873
5.31790257	2.15686274
5.32077789	2.13725495
5.32516050	2.37254906
5.32516050	2.78431368
5.32927275	3.03921580
5.33359003	2.86274505
5.33706331	2.07843137
5.34083986	2.21568632
5.34552574	2.45098042
5.34552574	2.84313726
5.34935141	2.94117641
5.35295582	2.76470590
5.35698652	2.37254906
5.35698652	2.15686274
5.36132002	2.27450991
5.36550617	2.54901958
5.36933184	2.96078420
5.36933184	2.90196085
5.37388659	2.66666675
5.37776136	2.17647052
5.38134098	2.35294127
5.38538790	2.86274505
5.38954973	3.01960778
5.38954973	2.90196085
5.39362097	2.52941179
5.39812660	2.15686274
5.40191936	2.21568632
5.40191936	2.52941179
5.40627766	3.00000000
5.41017723	3.07843137
5.41470718	2.78431368
5.41470718	2.45098042
5.41823816	2.13725495
5.42246485	2.33333325
5.42654467	3.05882359
5.43049335	2.92156863
5.43467951	2.66666675
5.43467951	2.21568632
5.43861961	2.25490189
5.44269943	2.33333325
5.44703293	2.78431368
5.44703293	2.88235283
5.45116997	2.60784316
5.45530653	2.15686274
5.45947647	1.54901958
5.45947647	1.43137252
5.46326113	1.60784316
5.46740627	2.03921580
5.47152710	2.05882359
5.47545910	1.78431368
5.47989893	1.74509799
5.47989893	2.17647052
5.48373318	2.98039222
5.48815680	3.74509811
5.49210501	3.80392146
5.49210501	3.62745094
5.49603748	3.25490189
5.50031376	3.21568632
5.50474548	3.35294127
